car_id,customer_name,gender,annual_income,dealer_name,company,model,engine,transmission,color,price_usd,dealer_no,body_style,phone,dealer_region,sale_date,sale_month,sale_day,sale_year
C_CND_019308,Tomy,Male,565000,"Buddy Storbeck's Diesel Service Inc",Chrysler,"Sebring Coupe","Overhead Camshaft",Manual,"Pale White",26000,06457-3834,Sedan,6654311,Scottsdale,2023-10-06,10,6,2023
C_CND_011177,Ian,Male,625000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Malibu,"Overhead Camshaft",Manual,"Pale White",41000,06457-3834,Hatchback,6659414,Middletown,2023-02-05,2,5,2023
C_CND_012706,Renee,Male,1060000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,SLK,"Double  Overhead Camshaft",Auto,"Pale White",46001,06457-3834,Passenger,6659801,Middletown,2023-04-12,4,12,2023
C_CND_019611,Aaron,Male,680000,"Buddy Storbeck's Diesel Service Inc",Saturn,SL,"Double  Overhead Camshaft",Auto,Red,22000,06457-3834,SUV,6660269,Middletown,2023-10-15,10,15,2023
C_CND_012051,Zachary,Male,13500,"Buddy Storbeck's Diesel Service Inc",Lincoln,Continental,"Overhead Camshaft",Manual,Black,42000,06457-3834,Passenger,6667352,Middletown,2023-03-15,3,15,2023
C_CND_023034,Pauline,Male,655000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,"Monte Carlo","Overhead Camshaft",Manual,Red,17000,06457-3834,Hatchback,6680684,Janesville,2023-12-14,12,14,2023
C_CND_014757,Alexandra,Female,580000,"Buddy Storbeck's Diesel Service Inc",Volvo,C70,"Double  Overhead Camshaft",Auto,Black,18001,06457-3834,Hatchback,6682249,Middletown,2023-06-12,6,12,2023
C_CND_000104,Abel,Male,659000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,SL-Class,"Overhead Camshaft",Manual,Black,38000,06457-3834,Hardtop,6682438,Janesville,2022-01-06,1,6,2022
C_CND_017021,Steve,Male,875000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,E-Class,"Double  Overhead Camshaft",Auto,"Pale White",31000,06457-3834,Sedan,6685194,Aurora,2023-08-23,8,23,2023
C_CND_000194,Ava,Male,2130000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,3000GT,"Double  Overhead Camshaft",Auto,Black,39000,06457-3834,Sedan,6687979,Middletown,2022-01-17,1,17,2022
C_CND_014023,Caleb,Male,881000,"Buddy Storbeck's Diesel Service Inc",Dodge,Caravan,"Double  Overhead Camshaft",Auto,"Pale White",38000,06457-3834,Hardtop,6692210,Middletown,2023-05-26,5,26,2023
C_CND_003562,Andre,Male,13500,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Camaro,"Double  Overhead Camshaft",Auto,Red,24000,06457-3834,Sedan,6699979,Middletown,2022-06-29,6,29,2022
C_CND_022421,Remi,Male,927500,"Buddy Storbeck's Diesel Service Inc",Volvo,S40,"Overhead Camshaft",Manual,Black,36501,06457-3834,Sedan,6702942,Middletown,2023-12-06,12,6,2023
C_CND_020780,Gwenael,Male,1360000,"Buddy Storbeck's Diesel Service Inc",Acura,TL,"Overhead Camshaft",Manual,Black,21000,06457-3834,Hatchback,6703486,Janesville,2023-11-10,11,10,2023
C_CND_006124,Daphne,Male,515000,"Buddy Storbeck's Diesel Service Inc",Volvo,C70,"Overhead Camshaft",Manual,"Pale White",82000,06457-3834,Hatchback,6705169,Middletown,2022-09-22,9,22,2022
C_CND_009566,Mariama,Male,13500,"Buddy Storbeck's Diesel Service Inc",Hyundai,Sonata,"Overhead Camshaft",Manual,Black,15000,06457-3834,SUV,6706895,Middletown,2022-12-10,12,10,2022
C_CND_003161,Kyle,Female,1300000,"Buddy Storbeck's Diesel Service Inc",Nissan,Pathfinder,"Double  Overhead Camshaft",Auto,Red,21000,06457-3834,SUV,6707559,Middletown,2022-06-13,6,13,2022
C_CND_008670,Eric,Male,13500,"Buddy Storbeck's Diesel Service Inc",Mercury,Villager,"Overhead Camshaft",Manual,"Pale White",14000,06457-3834,Passenger,6720936,Middletown,2022-11-24,11,24,2022
C_CND_013506,Alexandre,Male,896000,"Buddy Storbeck's Diesel Service Inc",Lincoln,Continental,"Overhead Camshaft",Manual,Black,42001,06457-3834,Passenger,6723155,Middletown,2023-05-08,5,8,2023
C_CND_016162,Noemie,Female,786000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,"Monte Carlo","Overhead Camshaft",Manual,"Pale White",26001,06457-3834,Hatchback,6727451,Middletown,2023-07-23,7,23,2023
C_CND_011175,Kenzo,Male,1208000,"Buddy Storbeck's Diesel Service Inc",Chrysler,"Sebring Coupe","Overhead Camshaft",Manual,Black,12801,06457-3834,Sedan,6732926,Aurora,2023-02-04,2,4,2023
C_CND_012306,Eileen,Male,1302000,"Buddy Storbeck's Diesel Service Inc",Honda,Civic,"Overhead Camshaft",Manual,Black,43201,06457-3834,Hatchback,6735639,Middletown,2023-03-29,3,29,2023
C_CND_011103,Maya,Male,1735000,"Buddy Storbeck's Diesel Service Inc",BMW,528i,"Overhead Camshaft",Manual,Black,21500,06457-3834,SUV,6739138,Middletown,2023-01-31,1,31,2023
C_CND_016295,Nathan,Male,315000,"Buddy Storbeck's Diesel Service Inc",Jeep,"Grand Cherokee","Overhead Camshaft",Manual,"Pale White",15000,06457-3834,SUV,6760871,Janesville,2023-07-25,7,25,2023
C_CND_021381,Marine,Male,13500,"Buddy Storbeck's Diesel Service Inc",BMW,528i,"Double  Overhead Camshaft",Auto,Black,31000,06457-3834,SUV,6761517,Middletown,2023-11-20,11,20,2023
C_CND_005663,Dylan,Male,13500,"Buddy Storbeck's Diesel Service Inc",Mercury,Mountaineer,"Overhead Camshaft",Manual,"Pale White",21000,06457-3834,Hardtop,6766629,Middletown,2022-09-14,9,14,2022
C_CND_013741,Leny,Male,13500,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Malibu,"Overhead Camshaft",Manual,"Pale White",41000,06457-3834,Hardtop,6771778,Austin,2023-05-16,5,16,2023
C_CND_015854,Jack,Male,500000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Pickup","Double  Overhead Camshaft",Auto,"Pale White",45000,06457-3834,Hardtop,6772586,Middletown,2023-07-16,7,16,2023
C_CND_005007,Frimet,Male,13500,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Passat,"Double  Overhead Camshaft",Auto,Red,13000,06457-3834,Hatchback,6774610,Middletown,2022-08-28,8,28,2022
C_CND_020917,Nicholas,Male,850000,"Buddy Storbeck's Diesel Service Inc",Jaguar,S-Type,"Overhead Camshaft",Manual,"Pale White",20000,06457-3834,Passenger,6780667,Middletown,2023-11-12,11,12,2023
C_CND_018966,Winnie,Male,866000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Beetle,"Overhead Camshaft",Manual,Red,21000,06457-3834,Hardtop,6782614,Middletown,2023-09-26,9,26,2023
C_CND_001003,Violet,Male,1200000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Van","Double  Overhead Camshaft",Auto,Black,60000,06457-3834,Hatchback,6783037,Middletown,2022-03-19,3,19,2022
C_CND_006173,Riley,Female,1130000,"Buddy Storbeck's Diesel Service Inc",Honda,CR-V,"Double  Overhead Camshaft",Auto,Black,31001,06457-3834,SUV,6783559,Middletown,2022-09-24,9,24,2022
C_CND_007150,Zain,Female,1061000,"Buddy Storbeck's Diesel Service Inc",Ford,Ranger,"Overhead Camshaft",Manual,Black,18100,06457-3834,Hardtop,6785220,Middletown,2022-10-23,10,23,2022
C_CND_010500,Geraldine,Male,977000,"Buddy Storbeck's Diesel Service Inc",Ford,Expedition,"Double  Overhead Camshaft",Auto,Black,41000,06457-3834,SUV,6788168,Middletown,2022-12-27,12,27,2022
C_CND_001426,Dalia,Male,623000,"Buddy Storbeck's Diesel Service Inc",BMW,528i,"Overhead Camshaft",Manual,Black,21000,06457-3834,SUV,6795744,Middletown,2022-04-05,4,5,2022
C_CND_012143,Elie,Male,2201000,"Buddy Storbeck's Diesel Service Inc",Ford,"Crown Victoria","Double  Overhead Camshaft",Auto,Red,29101,06457-3834,Passenger,6796400,Austin,2023-03-19,3,19,2023
C_CND_020839,Quentin,Male,1010800,"Buddy Storbeck's Diesel Service Inc",Pontiac,Sunfire,"Overhead Camshaft",Manual,"Pale White",43080,06457-3834,Sedan,6801020,Middletown,2023-11-11,11,11,2023
C_CND_009624,William,Male,1400000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,Diamante,"Double  Overhead Camshaft",Auto,Black,18000,06457-3834,Hatchback,6801240,Middletown,2022-12-11,12,11,2022
C_CND_016372,Gabin,Female,1210000,"Buddy Storbeck's Diesel Service Inc",Honda,CR-V,"Double  Overhead Camshaft",Auto,"Pale White",12001,06457-3834,SUV,6802044,Middletown,2023-07-30,7,30,2023
C_CND_002323,Isaiah,Female,1767000,"Buddy Storbeck's Diesel Service Inc",Porsche,"Carrera Cabrio","Overhead Camshaft",Manual,Black,22700,06457-3834,Passenger,6807859,Middletown,2022-05-08,5,8,2022
C_CND_009442,Santino,Male,1230000,"Buddy Storbeck's Diesel Service Inc",Acura,RL,"Overhead Camshaft",Manual,"Pale White",17000,06457-3834,SUV,6819537,Middletown,2022-12-07,12,7,2022
C_CND_008985,Zahra,Male,13500,"Buddy Storbeck's Diesel Service Inc",Acura,Integra,"Double  Overhead Camshaft",Auto,Black,45001,06457-3834,Passenger,6820737,Middletown,2022-11-30,11,30,2022
C_CND_002721,Aurora,Female,13500,"Buddy Storbeck's Diesel Service Inc",Pontiac,"Grand Am","Double  Overhead Camshaft",Auto,Red,31000,06457-3834,SUV,6825020,Middletown,2022-05-28,5,28,2022
C_CND_021789,Valentin,Male,13500,"Buddy Storbeck's Diesel Service Inc",Jeep,Wrangler,"Overhead Camshaft",Manual,"Pale White",13000,06457-3834,Hatchback,6825505,Middletown,2023-11-26,11,26,2023
C_CND_011355,Justice,Male,13500,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Passat,"Double  Overhead Camshaft",Auto,Black,9000,06457-3834,Hatchback,6829571,Middletown,2023-02-16,2,16,2023
C_CND_004472,Aidan,Male,3600000,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Cutlass,"Double  Overhead Camshaft",Auto,Red,41001,06457-3834,Sedan,6833233,Middletown,2022-08-09,8,9,2022
C_CND_019995,Carlos,Male,700500,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Cavalier,"Overhead Camshaft",Manual,"Pale White",14500,06457-3834,SUV,6835699,Middletown,2023-10-28,10,28,2023
C_CND_009148,Amina,Male,1380000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Golf,"Double  Overhead Camshaft",Auto,"Pale White",18000,06457-3834,Hardtop,6844250,Middletown,2022-12-03,12,3,2022
C_CND_011288,Allen,Female,1220000,"Buddy Storbeck's Diesel Service Inc",Dodge,Durango,"Double  Overhead Camshaft",Auto,Red,22000,06457-3834,SUV,6852640,Middletown,2023-02-09,2,9,2023
C_CND_006292,Joanna,Male,1297000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Cabrio,"Double  Overhead Camshaft",Auto,Black,16700,06457-3834,Sedan,6861126,Middletown,2022-09-25,9,25,2022
C_CND_015502,Calvin,Male,2200000,"Buddy Storbeck's Diesel Service Inc",Chrysler,Concorde,"Double  Overhead Camshaft",Auto,"Pale White",46001,06457-3834,Hardtop,6862027,Middletown,2023-07-04,7,4,2023
C_CND_004929,Andrea,Male,945000,"Buddy Storbeck's Diesel Service Inc",Chrysler,LHS,"Double  Overhead Camshaft",Auto,"Pale White",21000,06457-3834,Hatchback,6862920,Middletown,2022-08-24,8,24,2022
C_CND_013270,Calvin,Male,1090000,"Buddy Storbeck's Diesel Service Inc",Lexus,LS400,"Double  Overhead Camshaft",Auto,Black,39000,06457-3834,Sedan,6870901,Middletown,2023-05-02,5,2,2023
C_CND_021632,Janice,Male,1405000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,"Monte Carlo","Double  Overhead Camshaft",Auto,"Pale White",21500,06457-3834,Hatchback,6873628,Middletown,2023-11-24,11,24,2023
C_CND_021894,David,Female,645000,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Bravada,"Overhead Camshaft",Manual,Black,17000,06457-3834,Hatchback,6875492,Pasco,2023-11-27,11,27,2023
C_CND_022247,Ibrahima,Male,452000,"Buddy Storbeck's Diesel Service Inc",Volvo,S70,"Double  Overhead Camshaft",Auto,"Pale White",20000,06457-3834,Hardtop,6878067,Middletown,2023-12-03,12,3,2023
C_CND_002121,Milan,Male,13500,"Buddy Storbeck's Diesel Service Inc",Mercury,"Grand Marquis","Overhead Camshaft",Manual,"Pale White",16001,06457-3834,SUV,6878814,Middletown,2022-04-30,4,30,2022
C_CND_014871,Etienne,Male,580000,"Buddy Storbeck's Diesel Service Inc",Toyota,Camry,"Overhead Camshaft",Manual,Black,29001,06457-3834,Hatchback,6884303,Middletown,2023-06-15,6,15,2023
C_CND_015463,Izabella,Male,700000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,Diamante,"Overhead Camshaft",Manual,Black,22001,06457-3834,Hatchback,6899177,Middletown,2023-07-03,7,3,2023
C_CND_002510,Erica,Male,1320000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,SLK,"Double  Overhead Camshaft",Auto,"Pale White",36000,06457-3834,Passenger,6904167,Pasco,2022-05-16,5,16,2022
C_CND_017482,Shifra,Male,13500,"Buddy Storbeck's Diesel Service Inc",Porsche,"Carrera Cabrio","Double  Overhead Camshaft",Auto,"Pale White",18000,06457-3834,Passenger,6904216,Middletown,2023-09-02,9,2,2023
C_CND_017090,Menucha,Female,770000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Metro,"Double  Overhead Camshaft",Auto,"Pale White",12000,06457-3834,Passenger,6910326,Middletown,2023-08-26,8,26,2023
C_CND_010130,Mendel,Male,325000,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Silhouette,"Overhead Camshaft",Manual,"Pale White",14001,06457-3834,Sedan,6923099,Middletown,2022-12-20,12,20,2022
C_CND_020640,Hilal,Male,1470000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,3000GT,"Overhead Camshaft",Manual,"Pale White",24001,06457-3834,Sedan,6926473,Middletown,2023-11-10,11,10,2023
C_CND_008308,Rachel,Male,13500,"Buddy Storbeck's Diesel Service Inc",Hyundai,Sonata,"Overhead Camshaft",Manual,Black,20000,06457-3834,SUV,6931601,Scottsdale,2022-11-19,11,19,2022
C_CND_003658,Michelle,Male,13500,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,3000GT,"Overhead Camshaft",Manual,Red,24001,06457-3834,Sedan,6937573,Middletown,2022-07-03,7,3,2022
C_CND_004237,Stephanie,Male,13500,"Buddy Storbeck's Diesel Service Inc",Toyota,4Runner,"Overhead Camshaft",Manual,Black,25000,06457-3834,Sedan,6943675,Middletown,2022-07-30,7,30,2022
C_CND_022002,Antoine,Male,1150000,"Buddy Storbeck's Diesel Service Inc",Plymouth,Voyager,"Double  Overhead Camshaft",Auto,"Pale White",22001,06457-3834,Passenger,6947746,Middletown,2023-12-01,12,1,2023
C_CND_000828,Patrick,Male,565000,"Buddy Storbeck's Diesel Service Inc",Ford,Explorer,"Double  Overhead Camshaft",Auto,Black,22000,06457-3834,Hatchback,6948225,Janesville,2022-03-08,3,8,2022
C_CND_023345,Yidel,Female,3820000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Pickup","Double  Overhead Camshaft",Auto,"Pale White",45000,06457-3834,Hardtop,6949289,Middletown,2023-12-23,12,23,2023
C_CND_007289,London,Male,620000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Cavalier,"Overhead Camshaft",Manual,"Pale White",28000,06457-3834,SUV,6959662,Middletown,2022-10-30,10,30,2022
C_CND_007763,Leona,Male,13500,"Buddy Storbeck's Diesel Service Inc",Nissan,Frontier,"Double  Overhead Camshaft",Auto,"Pale White",26000,06457-3834,Hatchback,6970194,Middletown,2022-11-08,11,8,2022
C_CND_006817,Aliza,Male,13500,"Buddy Storbeck's Diesel Service Inc",Toyota,"Land Cruiser","Double  Overhead Camshaft",Auto,Black,21000,06457-3834,SUV,6972466,Middletown,2022-10-09,10,9,2022
C_CND_007956,Kendra,Male,1527500,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,Diamante,"Double  Overhead Camshaft",Auto,Black,17750,06457-3834,Hatchback,6976523,Scottsdale,2022-11-12,11,12,2022
C_CND_015074,Daisy,Male,13500,"Buddy Storbeck's Diesel Service Inc",Honda,CR-V,"Double  Overhead Camshaft",Auto,"Pale White",12000,06457-3834,SUV,6977827,Middletown,2023-06-20,6,20,2023
C_CND_004984,Laila,Male,790000,"Buddy Storbeck's Diesel Service Inc",Chrysler,300M,"Double  Overhead Camshaft",Auto,Black,26000,06457-3834,SUV,6978712,Middletown,2022-08-27,8,27,2022
C_CND_021343,Ari,Male,13500,"Buddy Storbeck's Diesel Service Inc",Volvo,S80,"Overhead Camshaft",Manual,"Pale White",21000,06457-3834,Sedan,6995886,Middletown,2023-11-20,11,20,2023
C_CND_004026,Wendy,Male,450000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Corvette,"Double  Overhead Camshaft",Auto,Red,45000,06457-3834,SUV,7002305,Middletown,2022-07-17,7,17,2022
C_CND_009260,Nathaniel,Male,2450000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,3000GT,"Double  Overhead Camshaft",Auto,"Pale White",12000,06457-3834,Sedan,7003161,Middletown,2022-12-05,12,5,2022
C_CND_001272,Batya,Female,916500,"Buddy Storbeck's Diesel Service Inc",Saturn,SW,"Overhead Camshaft",Manual,Black,36500,06457-3834,Passenger,7003599,Middletown,2022-03-29,3,29,2022
C_CND_002384,Sirine,Male,727000,"Buddy Storbeck's Diesel Service Inc",Chrysler,Concorde,"Double  Overhead Camshaft",Auto,Red,19001,06457-3834,Hardtop,7004320,Middletown,2022-05-11,5,11,2022
C_CND_012410,Juliet,Male,670000,"Buddy Storbeck's Diesel Service Inc",Plymouth,Voyager,"Overhead Camshaft",Manual,Red,20000,06457-3834,Passenger,7005990,Middletown,2023-04-01,4,1,2023
C_CND_017316,Soules,Male,1920000,"Buddy Storbeck's Diesel Service Inc",Chrysler,LHS,"Double  Overhead Camshaft",Auto,"Pale White",20001,06457-3834,Hatchback,7010530,Middletown,2023-09-01,9,1,2023
C_CND_006509,Alice,Male,740000,"Buddy Storbeck's Diesel Service Inc",Volvo,S40,"Overhead Camshaft",Manual,"Pale White",17000,06457-3834,Sedan,7010979,Pasco,2022-09-27,9,27,2022
C_CND_006524,Naomi,Female,740000,"Buddy Storbeck's Diesel Service Inc",Mercury,"Grand Marquis","Double  Overhead Camshaft",Auto,Black,19000,06457-3834,SUV,7012108,Middletown,2022-09-28,9,28,2022
C_CND_002521,Alicia,Male,13500,"Buddy Storbeck's Diesel Service Inc",Acura,TL,"Double  Overhead Camshaft",Auto,Black,28000,06457-3834,Hatchback,7012111,Middletown,2022-05-17,5,17,2022
C_CND_003756,Donovan,Male,1155000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Passat,"Overhead Camshaft",Manual,"Pale White",12500,06457-3834,Hatchback,7014638,Middletown,2022-07-08,7,8,2022
C_CND_011457,Valentina,Female,13500,"Buddy Storbeck's Diesel Service Inc",Chrysler,LHS,"Double  Overhead Camshaft",Auto,"Pale White",21001,06457-3834,Hatchback,7023659,Middletown,2023-02-21,2,21,2023
C_CND_002375,Paul,Male,1515000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Metro,"Double  Overhead Camshaft",Auto,"Pale White",12500,06457-3834,Passenger,7027389,Middletown,2022-05-10,5,10,2022
C_CND_003085,Brayan,Female,690000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Jetta,"Overhead Camshaft",Manual,Red,24000,06457-3834,Passenger,7029950,Middletown,2022-06-11,6,11,2022
C_CND_006153,Malia,Male,525000,"Buddy Storbeck's Diesel Service Inc",Toyota,"Land Cruiser","Double  Overhead Camshaft",Auto,"Pale White",12000,06457-3834,SUV,7045209,Pasco,2022-09-22,9,22,2022
C_CND_022691,Shmuel,Male,730000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Metro,"Double  Overhead Camshaft",Auto,Black,31000,06457-3834,Passenger,7046352,Middletown,2023-12-10,12,10,2023
C_CND_018247,Milan,Female,736500,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,SLK,"Double  Overhead Camshaft",Auto,"Pale White",46500,06457-3834,Passenger,7057304,Middletown,2023-09-12,9,12,2023
C_CND_021837,Leo,Male,3250000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,C-Class,"Double  Overhead Camshaft",Auto,Black,14001,06457-3834,Hatchback,7061086,Middletown,2023-11-27,11,27,2023
C_CND_020541,Jonathan,Male,1625000,"Buddy Storbeck's Diesel Service Inc",Toyota,Corolla,"Overhead Camshaft",Manual,"Pale White",14500,06457-3834,Passenger,7076385,Middletown,2023-11-07,11,7,2023
C_CND_004806,Angel,Female,845000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Corvette,"Double  Overhead Camshaft",Auto,"Pale White",25000,06457-3834,SUV,7082601,Pasco,2022-08-21,8,21,2022
C_CND_016550,Gemma,Male,1070000,"Buddy Storbeck's Diesel Service Inc",Dodge,Stratus,"Overhead Camshaft",Manual,"Pale White",25000,06457-3834,Hatchback,7092716,Middletown,2023-08-08,8,8,2023
C_CND_005311,Kareem,Female,573000,"Buddy Storbeck's Diesel Service Inc",Plymouth,Voyager,"Overhead Camshaft",Manual,Black,75000,06457-3834,Passenger,7093350,Middletown,2022-09-06,9,6,2022
C_CND_018861,Lou,Female,505000,"Buddy Storbeck's Diesel Service Inc",Hyundai,Accent,"Overhead Camshaft",Manual,Black,18000,06457-3834,Hatchback,7096582,Middletown,2023-09-25,9,25,2023
C_CND_006438,Nyla,Male,1832000,"Buddy Storbeck's Diesel Service Inc",Jaguar,S-Type,"Double  Overhead Camshaft",Auto,Black,16200,06457-3834,Passenger,7102054,Middletown,2022-09-26,9,26,2022
C_CND_009395,Mark,Male,961000,"Buddy Storbeck's Diesel Service Inc",Toyota,Tacoma,"Overhead Camshaft",Manual,"Pale White",24000,06457-3834,SUV,7110146,Middletown,2022-12-06,12,6,2022
C_CND_012031,Syeda,Female,13500,"Buddy Storbeck's Diesel Service Inc",Dodge,Dakota,"Double  Overhead Camshaft",Auto,"Pale White",21000,06457-3834,Sedan,7110613,Middletown,2023-03-14,3,14,2023
C_CND_016791,Kingsley,Male,1385000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,Mirage,"Double  Overhead Camshaft",Auto,Black,9500,06457-3834,SUV,7126583,Middletown,2023-08-16,8,16,2023
C_CND_003840,Tamia,Female,13500,"Buddy Storbeck's Diesel Service Inc",Mercury,Cougar,"Overhead Camshaft",Manual,Red,22000,06457-3834,Hatchback,7130028,Aurora,2022-07-10,7,10,2022
C_CND_015615,Sara,Male,1855000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Escalade,"Double  Overhead Camshaft",Auto,Black,26500,06457-3834,Sedan,7132185,Middletown,2023-07-08,7,8,2023
C_CND_019074,Devorah,Male,550000,"Buddy Storbeck's Diesel Service Inc",BMW,528i,"Overhead Camshaft",Manual,Black,21000,06457-3834,SUV,7134483,Janesville,2023-09-27,9,27,2023
C_CND_001199,Anthony,Male,13500,"Buddy Storbeck's Diesel Service Inc",BMW,528i,"Overhead Camshaft",Manual,Black,21000,06457-3834,SUV,7134917,Middletown,2022-03-24,3,24,2022
C_CND_006134,Jayson,Male,750000,"Buddy Storbeck's Diesel Service Inc",Toyota,Camry,"Overhead Camshaft",Manual,Black,29000,06457-3834,Hatchback,7139424,Middletown,2022-09-22,9,22,2022
C_CND_020188,Elias,Male,1650000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Corvette,"Double  Overhead Camshaft",Auto,"Pale White",45000,06457-3834,SUV,7140889,Middletown,2023-11-03,11,3,2023
